ClusterID,Cluster Name,Provider,accountID,Region,Phase 1,Phase 2,CPU Count,WOOP Enabled,% OnDemand Nodes,% Spot Nodes,Fallback Nodes?,First Rebalance,Connected Date,Environment,Evictor,Scheduled Rebalance,WOOP enabled %,Kubernetes version,Extended Support,3rd Party,CastAI Nodes Managed,Provider Nodes Managed,3rd Party Nodes Managed
271a3c2d-0142-4e51-9999-637e3f3b271a,cluster-tul-dev,EKS,383890608907,us-east-1,Yes,Yes,128,Yes,0.0%,100.0%,0.0%,Yes,2025-01-28,Development,Installed (Basic),No,98.59%,1.32,See API,No,100.0%,0.0%,0.0%
b51e4e90-db9b-4e30-95d8-b7c404e6e241,cluster-tul-prod,EKS,762297100687,us-east-1,Yes,Yes,618,Yes,0.0%,100.0%,0.0%,Yes,2023-08-09,Production,Installed (Basic),No,98.91%,1.30,See API,No,100.0%,0.0%,0.0%
